_id,ndc11,part,rxcui,acqDate,name,labeler,deaSchedule,attribution,mpc,ingredients,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,rxnavImageSizeFull,nlmImageSizeFull,imageSize,rxnavImageSize1024,rxnavImageSize800,nlmImageSize800,rxnavImageSize600,nlmImageSize600,rxnavImageSize300,nlmImageSize300,rxnavImageSize120,nlmImageSize120,relabelersNdc9,status,splSetId,splRootId,splVersion
{'$oid': '5a32f68eeb4525ea9e82c18c'},68462-0128-01,1,403966,03-18-2016,zonisamide 25 MG Oral Capsule,"Glenmark Generics Inc., USA",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 14, 'color': 'BLUE, WHITE', 'imprint': 'G;24;25', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704458,68462-0128-01_RXNAVIMAGE10_024D0138.jpg,548368,168927242,68462-0128-01_NLMIMAGE10_024D0138.jpg,408869,548368,408869.0,4885.0,207410,134084,88784.0,83801,55371.0,27275,18605.0,5634,4885.0,"[{'@sourceNdc9': '68462-0128', 'ndc9': ['55700-0325']}]",,fe15e56e-8b86-4a65-825c-31d37dd81612,6a2eeaef-5d21-4dd5-bcec-9d493b8261f4,8.0
{'$oid': '5a32f68eeb4525ea9e82c18d'},00378-6896-01,1,898353,05-12-2016,Amlodipine 5 MG / Benazepril hydrochloride 10 MG Oral Capsule,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'BLUE', 'imprint': 'MYLAN;6896;MYLAN;6896', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704790,00378-6896-01_RXNAVIMAGE10_7E4D3F79.jpg,621089,168927574,00378-6896-01_NLMIMAGE10_7E4D3F79.jpg,461726,621089,461726.0,5222.0,230214,150670,98187.0,94411,61573.0,30456,20587.0,5827,5222.0,,,,,
{'$oid': '5a32f68eeb4525ea9e82c18e'},00378-6895-01,1,898350,05-12-2016,Amlodipine 2.5 MG / Benazepril hydrochloride 10 MG Oral Capsule,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'PURPLE', 'imprint': 'MYLAN;6895;MYLAN;6895', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704791,00378-6895-01_RXNAVIMAGE10_7F4D3FA9.jpg,638489,168927575,00378-6895-01_NLMIMAGE10_7F4D3FA9.jpg,477918,638489,477918.0,4921.0,230947,150421,96316.0,93733,59931.0,29533,19564.0,5673,4921.0,,,,,
{'$oid': '5a32f68eeb4525ea9e82c18f'},00378-6897-01,1,898356,05-12-2016,Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule,Mylan Pharmaceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'PURPLE, ORANGE', 'imprint': 'MYLAN;6897;MYLAN;6897', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704802,00378-6897-01_RXNAVIMAGE10_834D41BA.jpg,672755,168927586,00378-6897-01_NLMIMAGE10_834D41BA.jpg,508718,672755,508718.0,5850.0,247471,162664,107800.0,101841,67403.0,32607,22316.0,6483,5850.0,"[{'@sourceNdc9': '00378-6897', 'ndc9': ['54569-5938', '50090-2008']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c190'},00781-2145-01,1,308212,05-12-2016,Ampicillin 500 MG Oral Capsule,Sandoz Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 21, 'color': 'WHITE', 'imprint': 'GG851;GG851', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704803,00781-2145-01_RXNAVIMAGE10_834D41EA.jpg,494665,168927587,00781-2145-01_NLMIMAGE10_834D41EA.jpg,353025,494665,353025.0,4156.0,193630,124680,78343.0,78367,49277.0,25566,16840.0,5088,4156.0,"[{'@sourceNdc9': '00781-2145', 'ndc9': ['54868-3113']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c191'},76282-0377-02,1,359296,05-12-2016,calcium acetate 667 MG Oral Capsule,"Exelan Pharmaceuticals, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 26, 'color': 'BLUE, WHITE', 'imprint': '667;mg;IG377', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704814,76282-0377-02_RXNAVIMAGE10_874D43FA.jpg,607425,168927598,76282-0377-02_NLMIMAGE10_874D43FA.jpg,468416,607425,468416.0,5490.0,225170,147841,99854.0,92723,63040.0,30198,21353.0,6235,5490.0,,,,,
{'$oid': '5a32f68eeb4525ea9e82c192'},16714-0388-01,1,309049,05-12-2016,Cefadroxil 500 MG Oral Capsule,Northstar RxLLC,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 21, 'color': 'RED, WHITE', 'imprint': 'C;97', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704815,16714-0388-01_RXNAVIMAGE10_884D442A.jpg,577399,168927599,16714-0388-01_NLMIMAGE10_884D442A.jpg,440173,577399,440173.0,5087.0,211218,137264,93262.0,86627,58558.0,28393,19663.0,5859,5087.0,,,17123057-58c7-401a-b87d-8c4c0764bbf6,2961d11e-20e3-447f-8b03-6a479af7bd8a,2.0
{'$oid': '5a32f68eeb4525ea9e82c193'},00527-1383-01,1,284215,05-12-2016,Clindamycin 300 MG Oral Capsule,"Lannett Company, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'TURQUOISE', 'imprint': 'LANNETT;1383', 'imprintColor': 'WHITE', 'imprintType': 'PRINTED', 'symbol': True, 'score': 1}","{'active': [], 'inactive': []}",False,185704838,00527-1383-01_RXNAVIMAGE10_904D487A.jpg,590022,168927622,00527-1383-01_NLMIMAGE10_904D487A.jpg,448771,590022,448771.0,5348.0,216724,142667,94787.0,90137,60736.0,29810,20880.0,6112,5348.0,"[{'@sourceNdc9': '00527-1383', 'ndc9': ['61786-0075', '61919-0829']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c194'},68382-0036-06,1,313581,05-12-2016,24 HR venlafaxine 150 MG Extended Release Oral Capsule,Zydus Pharmaceuticals (USA) Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'ORANGE, WHITE', 'imprint': 'ZA;37;150;mg', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704826,68382-0036-06_RXNAVIMAGE10_8C4D463A.jpg,618811,168927610,68382-0036-06_NLMIMAGE10_8C4D463A.jpg,465558,618811,465558.0,5819.0,233303,152326,102076.0,97333,65517.0,31897,22392.0,6514,5819.0,"[{'@sourceNdc9': '68382-0036', 'ndc9': ['53217-0194', '60429-0123', '64725-0036']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c195'},31722-0228-01,1,314285,05-12-2016,zonisamide 100 MG Oral Capsule,Camber Pharmceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'BROWN', 'imprint': '100;mg;IG;228', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704827,31722-0228-01_RXNAVIMAGE10_8C4D466A.jpg,595217,168927611,31722-0228-01_NLMIMAGE10_8C4D466A.jpg,455884,595217,455884.0,5702.0,221684,145172,99404.0,91188,62704.0,30260,21527.0,6408,5702.0,"[{'@sourceNdc9': '31722-0228', 'ndc9': ['50268-0816', '61919-0539', '68084-0639']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c196'},31722-0573-30,1,606730,05-12-2016,Esomeprazole 40 MG Delayed Release Oral Capsule,Camber Pharmceuticals Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 18, 'color': 'TURQUOISE', 'imprint': 'H;71', 'imprintColor': 'YELLOW', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704839,31722-0573-30_RXNAVIMAGE10_914D48AA.jpg,589874,168927623,31722-0573-30_NLMIMAGE10_914D48AA.jpg,444747,589874,444747.0,5093.0,212855,138019,90271.0,86247,55865.0,28110,19181.0,5916,5093.0,,,,,
{'$oid': '5a32f68eeb4525ea9e82c197'},69097-0421-07,1,205323,05-12-2016,celecoxib 200 MG Oral Capsule,,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'WHITE', 'imprint': 'Cipla;421;200;mg', 'imprintColor': 'YELLOW', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704850,69097-0421-07_RXNAVIMAGE10_954D4ABA.jpg,538434,168927634,69097-0421-07_NLMIMAGE10_954D4ABA.jpg,397213,538434,397213.0,5168.0,202023,131880,85855.0,83635,54729.0,28447,19667.0,5896,5168.0,"[{'@sourceNdc9': '69097-0421', 'ndc9': ['43063-0669', '61786-0727', '68788-6393', '50090-2394']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c198'},53746-0542-05,1,312504,05-12-2016,Potassium Chloride 10 MEQ Extended Release Oral Capsule,Amneal Pharmaceuticals,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 26, 'color': 'BLUE', 'imprint': 'amneal;542', 'imprintColor': 'WHITE', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704904,53746-0542-05_RXNAVIMAGE10_A94D54DA.jpg,615917,168927688,53746-0542-05_NLMIMAGE10_A94D54DA.jpg,465895,615917,465895.0,4645.0,218632,143330,94427.0,88540,57612.0,27917,18791.0,5436,4645.0,"[{'@sourceNdc9': '53746-0542', 'ndc9': ['50268-0671']}]",,cd56e147-92d6-46ce-ae00-63fac08d49b5,8b3e3956-a1c7-4b01-adf0-480ce737f068,10.0
{'$oid': '5a32f68eeb4525ea9e82c199'},68382-0702-01,1,315183,05-12-2016,Potassium Chloride 8 MEQ Extended Release Oral Capsule,Zydus Pharmaceuticals (USA) Inc.,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'ORANGE', 'imprint': '002;002', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185710378,68382-0702-01_RXNAVIMAGE10_895144BA.jpg,644783,168933162,68382-0702-01_NLMIMAGE10_895144BA.jpg,496137,644783,496137.0,5842.0,229140,149682,101457.0,94717,63964.0,31050,21869.0,6532,5842.0,,,,,
{'$oid': '5a32f68eeb4525ea9e82c19a'},00299-3822-30,1,901401,05-12-2016,doxycycline anhydrous 40 MG Delayed Release Oral Capsule [Oracea],"Galderma Laboratories, L.P.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 18, 'color': 'BROWN', 'imprint': 'GLD;40', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704887,00299-3822-30_RXNAVIMAGE10_A34D51AA.jpg,581382,168927671,00299-3822-30_NLMIMAGE10_A34D51AA.jpg,425389,581382,425389.0,4490.0,211130,137327,87071.0,85496,53675.0,26809,17502.0,5444,4490.0,,,aa15c93a-ff4c-447a-8a21-96da506d8997,3dfaf310-6cf4-464a-8ce6-8e72105c83d0,12.0
{'$oid': '5a32f68eeb4525ea9e82c19b'},51672-4002-02,1,317136,05-12-2016,Nortriptyline 25 MG Oral Capsule,"Taro Pharmaceuticals U.S.A., Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'WHITE', 'imprint': 'TARO;NTP25', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704886,51672-4002-02_RXNAVIMAGE10_A24D517A.jpg,549326,168927670,51672-4002-02_NLMIMAGE10_A24D517A.jpg,408931,549326,408931.0,4611.0,198863,128922,83400.0,80313,51711.0,26282,17621.0,5396,4611.0,"[{'@sourceNdc9': '51672-4002', 'ndc9': ['68788-9830', '50090-0507', '61786-0812', '53217-0254', '58118-4002', '63187-0396']}]",,aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28,5652bcc2-39cf-4313-a8bc-08d6cf1693c5,8.0
{'$oid': '5a32f68eeb4525ea9e82c19c'},23155-0010-01,1,197817,05-12-2016,Indomethacin 25 MG Oral Capsule,Heritage Pharmaceuticals Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 16, 'color': 'WHITE, PINK', 'imprint': 'HP;10;HP;10', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704875,23155-0010-01_RXNAVIMAGE10_9E4D4F6A.jpg,571722,168927659,23155-0010-01_NLMIMAGE10_9E4D4F6A.jpg,432262,571722,432262.0,5159.0,216725,140926,94550.0,87833,58863.0,28403,19515.0,5882,5159.0,"[{'@sourceNdc9': '23155-0010', 'ndc9': ['42254-0237', '43063-0594', '52125-0438', '58118-0086', '61786-0351', '63187-0290', '63629-1780', '68151-2919', '68788-9107']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c19d'},16714-0662-01,1,310431,05-12-2016,gabapentin 300 MG Oral Capsule,Northstar RxLLC,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'YELLOW', 'imprint': 'D;03', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704874,16714-0662-01_RXNAVIMAGE10_9E4D4F3A.jpg,601046,168927658,16714-0662-01_NLMIMAGE10_9E4D4F3A.jpg,466042,601046,466042.0,5769.0,218505,142576,98679.0,90119,62424.0,29952,21559.0,6451,5769.0,"[{'@sourceNdc9': '16714-0662', 'ndc9': ['43063-0665', '48433-0306', '66116-0407']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c19e'},00456-2240-30,1,1433235,05-12-2016,24 HR levomilnacipran 40 MG Extended Release Oral Capsule [Fetzima],"Forest Laboratories, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 16, 'color': 'YELLOW', 'imprint': 'FL;40', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185704863,00456-2240-30_RXNAVIMAGE10_9A4D4D2A.jpg,575697,168927647,00456-2240-30_NLMIMAGE10_9A4D4D2A.jpg,423574,575697,423574.0,5151.0,211736,137693,87945.0,86704,55095.0,27957,18638.0,5790,5151.0,"[{'@sourceNdc9': '00456-2240', 'ndc9': ['69189-2241']}]",,f371258d-91b3-4b6a-ac99-434a1964c3af,8d38c57f-961d-4ac2-bbfd-ef9c4789a281,5.0
{'$oid': '5a32f68eeb4525ea9e82c19f'},61269-0210-90,1,616853,05-12-2016,Fenofibrate 50 MG Oral Capsule,,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 16, 'color': 'WHITE, BLACK', 'imprint': 'G;246;50', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': True, 'score': 1}","{'active': [], 'inactive': []}",False,185704862,61269-0210-90_RXNAVIMAGE10_994D4CFA.jpg,506885,168927646,61269-0210-90_NLMIMAGE10_994D4CFA.jpg,366132,506885,366132.0,4378.0,201233,130405,83933.0,81859,52330.0,26409,17405.0,5261,4378.0,,,,,
{'$oid': '5a32f68eeb4525ea9e82c1a0'},61269-0212-90,1,616852,05-12-2016,Fenofibrate 150 MG Oral Capsule,,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'WHITE', 'imprint': 'G248;150', 'imprintColor': 'GREEN', 'imprintType': 'PRINTED', 'symbol': True, 'score': 1}","{'active': [], 'inactive': []}",False,185704851,61269-0212-90_RXNAVIMAGE10_954D4AEA.jpg,528520,168927635,61269-0212-90_NLMIMAGE10_954D4AEA.jpg,390529,528520,390529.0,5021.0,199783,129123,84524.0,81606,53232.0,26926,18312.0,5867,5021.0,,,6d8a9e4f-8d3b-48f2-8379-361db685e1d3,8da243b2-fa62-4e6f-a064-12d15e0eda29,1.0
{'$oid': '5a32f68eeb4525ea9e82c1a1'},00591-3762-01,1,898346,08-22-2016,Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule,"Watson Laboratories, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'WHITE', 'imprint': 'AB;6', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': True, 'score': 1}","{'active': [], 'inactive': []}",False,185707515,00591-3762-01_RXNAVIMAGE10_674F33F9.jpg,529409,168930299,00591-3762-01_NLMIMAGE10_674F33F9.jpg,379259,529409,379259.0,4344.0,199448,128961,80363.0,80574,49372.0,25744,16711.0,5253,4344.0,"[{'@sourceNdc9': '00591-3762', 'ndc9': ['63187-0370']}]",,fe4734a2-6219-8bf5-9c3a-d392910db4dc,a2cbb94c-12d7-4b99-949e-245266f7f498,16.0
{'$oid': '5a32f68eeb4525ea9e82c1a2'},69097-0813-12,1,310430,08-22-2016,gabapentin 100 MG Oral Capsule,,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 16, 'color': 'WHITE', 'imprint': 'IG321;100mg', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708074,69097-0813-12_RXNAVIMAGE10_384F9C0C.jpg,519865,168930858,69097-0813-12_NLMIMAGE10_384F9C0C.jpg,378870,519865,378870.0,4194.0,195257,125286,79577.0,78025,49210.0,25119,16455.0,5202,4194.0,"[{'@sourceNdc9': '69097-0813', 'ndc9': ['63187-0392']}]",,9e4eca9c-6a2c-4ede-a252-1a27094bf594,d3fd11fe-4d3f-4002-8f9e-42cc12b4252d,1.0
{'$oid': '5a32f68eeb4525ea9e82c1a3'},69097-0814-12,1,310431,08-22-2016,gabapentin 300 MG Oral Capsule,,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 20, 'color': 'YELLOW', 'imprint': 'IG322;300mg', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708063,69097-0814-12_RXNAVIMAGE10_334F99FC.jpg,631347,168930847,69097-0814-12_NLMIMAGE10_334F99FC.jpg,495850,631347,495850.0,6317.0,230877,152689,106785.0,96699,68063.0,31965,23474.0,6867,6317.0,"[{'@sourceNdc9': '69097-0814', 'ndc9': ['63187-0372', '68788-7377', '70786-0814']}]",,,,
{'$oid': '5a32f68eeb4525ea9e82c1a4'},42543-0727-01,1,313989,08-22-2016,Fluoxetine 40 MG Oral Capsule,,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 22, 'color': 'BLUE, WHITE', 'imprint': 'SG;115', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708062,42543-0727-01_RXNAVIMAGE10_334F99CC.jpg,603694,168930846,42543-0727-01_NLMIMAGE10_334F99CC.jpg,466749,603694,466749.0,5765.0,222519,144661,99840.0,91646,63680.0,30527,21778.0,6472,5765.0,"[{'@sourceNdc9': '42543-0727', 'ndc9': ['63187-0361']}]",,,,
{'$oid': '5a32f68feb4525ea9e82c1a5'},43598-0510-30,1,606730,08-22-2016,Esomeprazole 40 MG Delayed Release Oral Capsule,Dr Reddys Laboratories Inc,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 16, 'color': 'BLUE, BLUE', 'imprint': 'RDY;493', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708051,43598-0510-30_RXNAVIMAGE10_2F4F97BC.jpg,598794,168930835,43598-0510-30_NLMIMAGE10_2F4F97BC.jpg,453400,598794,453400.0,5448.0,223339,144943,96856.0,91583,61425.0,30267,21229.0,6197,5448.0,,,,,
{'$oid': '5a32f68feb4525ea9e82c1a6'},51991-0748-10,1,596934,08-22-2016,duloxetine 60 MG Delayed Release Oral Capsule,"Breckenridge Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 19, 'color': 'GREEN, YELLOW', 'imprint': 'B;748', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708030,51991-0748-10_RXNAVIMAGE10_274F93FC.jpg,629831,168930814,51991-0748-10_NLMIMAGE10_274F93FC.jpg,483331,629831,483331.0,5635.0,227546,147746,99759.0,92577,62264.0,30354,21355.0,6465,5635.0,"[{'@sourceNdc9': '51991-0748', 'ndc9': ['54569-6492', '60429-0166', '61786-0683', '61919-0042', '62034-0021', '63187-0735', '50090-2226', '68788-7399']}]",,caef6f50-1571-4ec7-8f8c-42b924d323ee,a4102290-0c15-4b41-ba60-bf4fdfea08c6,9.0
{'$oid': '5a32f68feb4525ea9e82c1a7'},51991-0747-10,1,596930,08-22-2016,duloxetine 30 MG Delayed Release Oral Capsule,"Breckenridge Pharmaceutical, Inc.",,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 16, 'color': 'GREEN, WHITE', 'imprint': 'B;747', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708019,51991-0747-10_RXNAVIMAGE10_234F91EC.jpg,565796,168930803,51991-0747-10_NLMIMAGE10_234F91EC.jpg,419704,565796,419704.0,4941.0,210300,136201,88658.0,84974,54975.0,27754,18644.0,5728,4941.0,"[{'@sourceNdc9': '51991-0747', 'ndc9': ['60429-0165', '61786-0628', '61919-0482', '62034-0029', '63187-0702', '64725-0747', '68788-9301']}]",,caef6f50-1571-4ec7-8f8c-42b924d323ee,a4102290-0c15-4b41-ba60-bf4fdfea08c6,9.0
{'$oid': '5a32f68feb4525ea9e82c1a8'},13811-0662-60,1,596926,08-22-2016,duloxetine 20 MG Delayed Release Oral Capsule,Trigen Laboratories,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 14, 'color': 'GREEN', 'imprint': '156;A', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708018,13811-0662-60_RXNAVIMAGE10_234F91BC.jpg,603467,168930802,13811-0662-60_NLMIMAGE10_234F91BC.jpg,462830,603467,462830.0,5122.0,222592,143839,97579.0,89453,60141.0,28229,19455.0,5748,5122.0,,,cbe2df9b-e5d9-45c7-bf7b-1151db4fde64,4e301cc3-44c7-43a0-9abf-f1423c304c7d,7.0
{'$oid': '5a32f68feb4525ea9e82c1a9'},66993-0815-30,1,901399,08-22-2016,doxycycline anhydrous 40 MG Delayed Release Oral Capsule,Prasco Laboratories,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 18, 'color': 'BROWN', 'imprint': 'GLD;40', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185708007,66993-0815-30_RXNAVIMAGE10_1F4F8FAC.jpg,593602,168930791,66993-0815-30_NLMIMAGE10_1F4F8FAC.jpg,443782,593602,443782.0,4588.0,214798,139017,90480.0,86184,55236.0,27017,17980.0,5494,4588.0,,,22b7035c-6874-4cf4-ad73-06a105bffc64,d0b5c7b5-3724-4799-9d67-6a97cefc66d1,3.0
{'$oid': '5a32f68feb4525ea9e82c1aa'},27437-0208-11,1,1372999,08-22-2016,Cefixime 400 MG Oral Capsule [Suprax],Lupin Pharma,,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,"{'shape': 'CAPSULE', 'size': 25, 'color': 'PINK', 'imprint': 'LU;U43', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED', 'symbol': False, 'score': 1}","{'active': [], 'inactive': []}",False,185709105,27437-0208-11_RXNAVIMAGE10_B5505AE2.jpg,600736,168931889,27437-0208-11_NLMIMAGE10_B5505AE2.jpg,464228,600736,464228.0,5302.0,219834,144811,99439.0,90486,62386.0,29427,20928.0,6088,5302.0,"[{'@sourceNdc9': '27437-0208', 'ndc9': ['43063-0537']}]",,,,
